year,team_raw,jersey,name,position,position_group,born,age_at_tournament,club_name,club_country,caps_at_start,national_goals_at_start
2002,Brazil,20.0,Edílson,FW,FW,1971-09-17,30.0,Cruzeiro,Brazil,,
2002,Brazil,21.0,Luizão,FW,FW,1975-11-14,26.0,Grêmio,Brazil,,
2002,Brazil,22.0,Rogério Ceni,GK,GK,1973-01-22,29.0,São Paulo,Brazil,,
2002,Brazil,23.0,Kaká,MF,MF,1982-04-22,20.0,São Paulo,Brazil,,
2002,Cameroon,1.0,Alioum Boukar,GK,GK,1972-01-03,30.0,Samsunspor,,,
2002,Cameroon,2.0,Bill Tchato,DF,DF,1975-05-14,27.0,Montpellier,France,,
2002,Cameroon,3.0,Pierre Womé,DF,DF,1979-03-26,23.0,Bologna,Italy,,
2002,Cameroon,4.0,Rigobert Song,DF,DF,1976-07-01,25.0,1. FC Köln,Germany,,
2002,Cameroon,5.0,Raymond Kalla,DF,DF,1975-04-22,27.0,Extremadura,,,
2002,Cameroon,6.0,Pierre Njanka,DF,DF,1975-03-15,27.0,Strasbourg,France,,
2002,Cameroon,7.0,Joseph N'Do,MF,MF,1976-04-28,26.0,Al-Khaleej,,,
2002,Cameroon,8.0,Geremi,DF,DF,1978-12-20,23.0,Real Madrid,Spain,,
2002,Cameroon,9.0,Samuel Eto'o,FW,FW,1981-03-10,21.0,Mallorca,Spain,,
2002,Cameroon,10.0,Patrick M'Boma,FW,FW,1970-11-15,31.0,Sunderland,England,,
2002,Cameroon,11.0,Pius N'Diefi,FW,FW,1975-07-05,26.0,Sedan,France,,
2002,Cameroon,12.0,Lauren,MF,MF,1977-01-19,25.0,Arsenal,England,,
2002,Cameroon,13.0,Lucien Mettomo,DF,DF,1977-04-19,25.0,Manchester City,England,,
2002,Cameroon,14.0,Joël Epalle,MF,MF,1978-02-20,24.0,Panachaiki,,,
2002,Cameroon,15.0,Nicolas Alnoudji,MF,MF,1979-12-09,22.0,Rizespor,,,
2002,Cameroon,16.0,Jacques Songo'o,GK,GK,1964-03-17,38.0,Metz,France,,
2002,Cameroon,17.0,Marc-Vivien Foé,MF,MF,1975-05-01,27.0,Lyon,France,,
2002,Cameroon,18.0,Patrick Suffo,FW,FW,1978-01-17,24.0,Sheffield United,England,,
2002,Cameroon,19.0,Eric Djemba-Djemba,MF,MF,1981-05-04,21.0,Nantes,France,,
2002,Cameroon,20.0,Salomon Olembé,MF,MF,1980-12-08,21.0,Marseille,France,,
2002,Cameroon,21.0,Joseph-Désiré Job,FW,FW,1977-12-01,24.0,Metz,France,,
2002,Cameroon,22.0,Carlos Kameni,GK,GK,1984-02-18,18.0,Le Havre,,,
2002,Cameroon,23.0,Daniel N'Gom Kome,MF,MF,1980-05-19,22.0,Numancia,,,
2002,China PR,1.0,An Qi,GK,GK,1981-06-21,20.0,Dalian Shide,,,
2002,China PR,2.0,Zhang Enhua,DF,DF,1973-04-28,29.0,Dalian Shide,,,
2002,China PR,3.0,Yang Pu,DF,DF,1978-03-30,24.0,Beijing Guoan,China,,
2002,China PR,4.0,Wu Chengying,DF,DF,1975-04-21,27.0,Shanghai Shenhua,,,
2002,China PR,5.0,Fan Zhiyi,DF,DF,1969-11-06,32.0,Dundee,Scotland,,
2002,China PR,6.0,Shao Jiayi,MF,MF,1980-04-10,22.0,Beijing Guoan,China,,
2002,China PR,7.0,Sun Jihai,DF,DF,1977-09-30,24.0,Manchester City,England,,
2002,China PR,8.0,Li Tie,MF,MF,1977-05-18,25.0,Liaoning,,,
2002,China PR,9.0,Ma Mingyu,MF,MF,1970-02-04,32.0,Sichuan First City,,,
2002,China PR,10.0,Hao Haidong,FW,FW,1970-05-09,32.0,Dalian Shide,,,
2002,China PR,11.0,Yu Genwei,MF,MF,1974-01-07,28.0,Tianjin Teda,,,
2002,China PR,12.0,Su Maozhen,FW,FW,1972-07-30,29.0,Shandong Luneng,China,,
2002,China PR,13.0,Gao Yao,MF,MF,1977-07-13,24.0,Shandong Luneng,China,,
2002,China PR,14.0,Li Weifeng,DF,DF,1978-12-01,23.0,Shenzhen Pingan,,,
2002,China PR,15.0,Zhao Junzhe,MF,MF,1979-04-18,23.0,Liaoning,,,
2002,China PR,16.0,Qu Bo,FW,FW,1981-07-15,20.0,Qingdao Etsong Hainiu,,,
2002,China PR,17.0,Du Wei,DF,DF,1982-02-09,20.0,Shanghai Shenhua,,,
2002,China PR,18.0,Li Xiaopeng,MF,MF,1975-06-20,26.0,Shandong Luneng,China,,
2002,China PR,19.0,Qi Hong,MF,MF,1976-06-03,25.0,Beijing Chengfeng F.C.,,,
2002,China PR,20.0,Yang Chen,FW,FW,1974-01-17,28.0,Eintracht Frankfurt,Germany,,
2002,China PR,21.0,Xu Yunlong,DF,DF,1979-02-17,23.0,Beijing Guoan,China,,
2002,China PR,22.0,Jiang Jin,GK,GK,1968-10-07,33.0,Tianjin Teda,,,
2002,China PR,23.0,Ou Chuliang,GK,GK,1968-08-26,33.0,Yunnan Hongta,,,
2002,Costa Rica,1.0,Erick Lonnis,GK,GK,1965-09-09,36.0,Saprissa,Costa Rica,,
2002,Costa Rica,2.0,Jervis Drummond,DF,DF,1976-09-08,25.0,Saprissa,Costa Rica,,
2002,Costa Rica,3.0,Luis Marín,DF,DF,1974-08-10,27.0,Alajuelense,Costa Rica,,
2002,Costa Rica,4.0,Mauricio Wright,DF,DF,1970-12-20,31.0,Herediano,Costa Rica,,
2002,Costa Rica,5.0,Gilberto Martínez,DF,DF,1979-10-01,22.0,Saprissa,Costa Rica,,
2002,Costa Rica,6.0,Wílmer López,MF,MF,1971-03-08,31.0,Alajuelense,Costa Rica,,
2002,Costa Rica,7.0,Rolando Fonseca,FW,FW,1974-06-06,27.0,Alajuelense,Costa Rica,,
2002,Costa Rica,8.0,Mauricio Solís,MF,MF,1972-12-13,29.0,Alajuelense,Costa Rica,,
2002,Costa Rica,9.0,Paulo Wanchope,FW,FW,1976-07-31,25.0,Manchester City,England,,
2002,Costa Rica,10.0,Walter Centeno,MF,MF,1974-10-06,27.0,Saprissa,Costa Rica,,
2002,Costa Rica,11.0,Rónald Gómez,FW,FW,1975-01-24,27.0,OFI,,,
2002,Costa Rica,12.0,Winston Parks,FW,FW,1981-10-12,20.0,Udinese,Italy,,
2002,Costa Rica,13.0,Daniel Vallejos,DF,DF,1981-05-27,21.0,Herediano,Costa Rica,,
2002,Costa Rica,14.0,Juan José Rodríguez,DF,DF,1967-06-23,34.0,San Carlos,,,
2002,Costa Rica,15.0,Harold Wallace,DF,DF,1975-09-07,26.0,Alajuelense,Costa Rica,,
2002,Costa Rica,16.0,Steven Bryce,FW,FW,1977-08-16,24.0,Alajuelense,Costa Rica,,
2002,Costa Rica,17.0,Hernán Medford,MF,MF,1968-05-23,34.0,Saprissa,Costa Rica,,
2002,Costa Rica,18.0,Álvaro Mesén,GK,GK,1972-12-24,29.0,Alajuelense,Costa Rica,,
2002,Costa Rica,19.0,Rodrigo Cordero,MF,MF,1973-12-04,28.0,Herediano,Costa Rica,,
2002,Costa Rica,20.0,William Sunsing,FW,FW,1977-05-12,25.0,Herediano,Costa Rica,,
2002,Costa Rica,21.0,Pablo Chinchilla,DF,DF,1978-12-21,23.0,Alajuelense,Costa Rica,,
2002,Costa Rica,22.0,Carlos Castro,DF,DF,1978-09-10,23.0,Alajuelense,Costa Rica,,
2002,Costa Rica,23.0,Lester Morgan,GK,GK,1976-05-02,26.0,Herediano,Costa Rica,,
2002,Croatia,1.0,Stipe Pletikosa,GK,GK,1979-01-08,23.0,Hajduk Split,Croatia,,
2002,Croatia,2.0,Anthony Šerić,DF,DF,1979-01-15,23.0,Hellas Verona,Italy,,
2002,Croatia,3.0,Josip Šimunić,DF,DF,1978-02-18,24.0,Hertha BSC,Germany,,
2002,Croatia,4.0,Stjepan Tomas,DF,DF,1976-03-06,26.0,Vicenza,,,
2002,Croatia,5.0,Milan Rapaić,MF,MF,1973-08-16,28.0,Fenerbahçe,Turkey,,
2002,Croatia,6.0,Boris Živković,DF,DF,1975-11-15,26.0,Bayer Leverkusen,Germany,,
2002,Croatia,7.0,Davor Vugrinec,FW,FW,1975-03-24,27.0,Lecce,Italy,,
2002,Croatia,8.0,Robert Prosinečki,MF,MF,1969-01-12,33.0,Portsmouth,England,,
2002,Croatia,9.0,Davor Šuker,FW,FW,1968-01-01,34.0,1860 Munich,Germany,,
2002,Croatia,10.0,Niko Kovač,MF,MF,1971-10-15,30.0,Bayern Munich,Germany,,
2002,Croatia,11.0,Alen Bokšić,FW,FW,1970-01-21,32.0,Middlesbrough,England,,
2002,Croatia,12.0,Tomislav Butina,GK,GK,1974-03-30,28.0,Dinamo Zagreb,Croatia,,
2002,Croatia,13.0,Mario Stanić,MF,MF,1972-04-10,30.0,Chelsea,England,,
2002,Croatia,14.0,Zvonimir Soldo,MF,MF,1967-11-02,34.0,VfB Stuttgart,Germany,,
2002,Croatia,15.0,Daniel Šarić,DF,DF,1972-08-04,29.0,Panathinaikos,Greece,,
2002,Croatia,16.0,Jurica Vranješ,MF,MF,1980-01-31,22.0,Bayer Leverkusen,Germany,,
2002,Croatia,17.0,Robert Jarni,DF,DF,1968-10-26,33.0,Panathinaikos,Greece,,
2002,Croatia,18.0,Ivica Olić,FW,FW,1979-09-14,22.0,Zagreb,,,
2002,Croatia,19.0,Goran Vlaović,FW,FW,1972-08-07,29.0,Panathinaikos,Greece,,
2002,Croatia,20.0,Dario Šimić,DF,DF,1975-11-12,26.0,Inter Milan,Italy,,
2002,Croatia,21.0,Robert Kovač,DF,DF,1974-04-06,28.0,Bayern Munich,Germany,,
2002,Croatia,22.0,Boško Balaban,FW,FW,1978-10-15,23.0,Aston Villa,England,,
2002,Croatia,23.0,Vladimir Vasilj,GK,GK,1975-07-06,26.0,Zagreb,,,
2002,Denmark,1.0,Thomas Sørensen,GK,GK,1976-06-12,25.0,Sunderland,England,,
2002,Denmark,2.0,Stig Tøfting,MF,MF,1969-08-14,32.0,Bolton Wanderers,England,,
2002,Denmark,3.0,René Henriksen,DF,DF,1969-08-27,32.0,Panathinaikos,Greece,,
2002,Denmark,4.0,Martin Laursen,DF,DF,1977-07-26,24.0,Milan,Italy,,
2002,Denmark,5.0,Jan Heintze,DF,DF,1963-08-17,38.0,PSV Eindhoven,Netherlands,,
2002,Denmark,6.0,Thomas Helveg,DF,DF,1971-06-24,30.0,Milan,Italy,,
2002,Denmark,7.0,Thomas Gravesen,MF,MF,1976-03-11,26.0,Everton,England,,
2002,Denmark,8.0,Jesper Grønkjær,MF,MF,1977-08-12,24.0,Chelsea,England,,
2002,Denmark,9.0,Jon Dahl Tomasson,FW,FW,1976-08-29,25.0,Feyenoord,Netherlands,,
2002,Denmark,10.0,Martin Jørgensen,MF,MF,1975-10-06,26.0,Udinese,Italy,,
2002,Denmark,11.0,Ebbe Sand,FW,FW,1972-07-19,29.0,Schalke 04,Germany,,
2002,Denmark,12.0,Niclas Jensen,DF,DF,1974-08-17,27.0,Manchester City,England,,
2002,Denmark,13.0,Steven Lustü,DF,DF,1971-04-13,31.0,Lyn,,,
2002,Denmark,14.0,Claus Jensen,MF,MF,1977-04-29,25.0,Charlton Athletic,England,,
2002,Denmark,15.0,Jan Michaelsen,MF,MF,1970-11-28,31.0,Panathinaikos,Greece,,
2002,Denmark,16.0,Peter Kjær,GK,GK,1965-11-05,36.0,Aberdeen,Scotland,,
2002,Denmark,17.0,Christian Poulsen,MF,MF,1980-02-28,22.0,Copenhagen,Denmark,,
2002,Denmark,18.0,Peter Løvenkrands,FW,FW,1980-01-29,22.0,Rangers,Scotland,,
2002,Denmark,19.0,Dennis Rommedahl,MF,MF,1978-07-22,23.0,PSV Eindhoven,Netherlands,,
2002,Denmark,20.0,Kasper Bøgelund,DF,DF,1980-10-08,21.0,PSV Eindhoven,Netherlands,,
2002,Denmark,21.0,Peter Madsen,FW,FW,1978-04-26,24.0,Brøndby,Denmark,,
2002,Denmark,22.0,Jesper Christiansen,GK,GK,1978-04-24,24.0,Vejle,,,
2002,Denmark,23.0,Brian Steen Nielsen,MF,MF,1968-12-28,33.0,Malmö,,,
2002,Ecuador,1.0,José Francisco Cevallos,GK,GK,1971-04-17,31.0,Barcelona SC,Ecuador,,
2002,Ecuador,2.0,Augusto Poroso,DF,DF,1974-04-13,28.0,Emelec,Ecuador,,
2002,Ecuador,3.0,Iván Hurtado,DF,DF,1974-08-16,27.0,Barcelona SC,Ecuador,,
2002,Ecuador,4.0,Ulises de la Cruz,DF,DF,1974-02-08,28.0,Hibernian,Scotland,,
2002,Ecuador,5.0,Alfonso Obregón,MF,MF,1972-05-12,30.0,LDU Quito,Ecuador,,
2002,Ecuador,6.0,Raúl Guerrón,DF,DF,1976-10-12,25.0,Deportivo Quito,,,
2002,Ecuador,7.0,Nicolás Asencio,FW,FW,1975-04-26,27.0,Barcelona SC,Ecuador,,
2002,Ecuador,8.0,Luis Gómez,MF,MF,1972-04-20,30.0,Barcelona SC,Ecuador,,
2002,Ecuador,9.0,Iván Kaviedes,FW,FW,1977-10-24,24.0,Barcelona SC,Ecuador,,
2002,Ecuador,10.0,Álex Aguinaga,MF,MF,1968-07-09,33.0,Necaxa,Mexico,,
2002,Ecuador,11.0,Agustín Delgado,FW,FW,1974-12-23,27.0,Southampton,England,,
2002,Ecuador,12.0,Oswaldo Ibarra,GK,GK,1969-09-08,32.0,El Nacional,,,
2002,Ecuador,13.0,Ángel Fernández,FW,FW,1971-08-02,30.0,El Nacional,,,
2002,Ecuador,14.0,Juan Carlos Burbano,MF,MF,1969-02-15,33.0,El Nacional,,,
2002,Ecuador,15.0,Marlon Ayoví,DF,DF,1971-09-27,30.0,Deportivo Quito,,,
2002,Ecuador,16.0,Cléber Chalá,MF,MF,1971-06-29,30.0,El Nacional,,,
2002,Ecuador,17.0,Giovanny Espinoza,DF,DF,1977-04-12,25.0,Aucas,,,
2002,Ecuador,18.0,Carlos Tenorio,FW,FW,1979-05-14,23.0,LDU Quito,Ecuador,,
2002,Ecuador,19.0,Édison Méndez,FW,FW,1979-03-16,23.0,Deportivo Quito,,,
2002,Ecuador,20.0,Edwin Tenorio,MF,MF,1976-06-16,25.0,Barcelona SC,Ecuador,,
2002,Ecuador,21.0,Wellington Sánchez,MF,MF,1974-06-19,27.0,Emelec,Ecuador,,
2002,Ecuador,22.0,Daniel Viteri,GK,GK,1981-12-12,20.0,Emelec,Ecuador,,
2002,Ecuador,23.0,Walter Ayoví,DF,DF,1979-08-11,22.0,Emelec,Ecuador,,
2002,England,1.0,David Seaman,GK,GK,1963-09-19,38.0,Arsenal,England,,
2002,England,2.0,Danny Mills,DF,DF,1977-05-18,25.0,Leeds United,England,,
2002,England,3.0,Ashley Cole,DF,DF,1980-12-20,21.0,Arsenal,England,,
2002,England,4.0,Trevor Sinclair,MF,MF,1973-03-02,29.0,West Ham United,England,,
2002,England,5.0,Rio Ferdinand,DF,DF,1978-11-07,23.0,Leeds United,England,,
2002,England,6.0,Sol Campbell,DF,DF,1974-09-18,27.0,Arsenal,England,,
2002,England,7.0,David Beckham,MF,MF,1975-05-02,27.0,Manchester United,England,,
2002,England,8.0,Paul Scholes,MF,MF,1974-11-16,27.0,Manchester United,England,,
2002,England,9.0,Robbie Fowler,FW,FW,1975-04-09,27.0,Leeds United,England,,
2002,England,10.0,Michael Owen,FW,FW,1979-12-14,22.0,Liverpool,England,,
2002,England,11.0,Emile Heskey,FW,FW,1978-01-11,24.0,Liverpool,England,,
2002,England,12.0,Wes Brown,DF,DF,1979-10-13,22.0,Manchester United,England,,
2002,England,13.0,Nigel Martyn,GK,GK,1966-08-11,35.0,Leeds United,England,,
2002,England,14.0,Wayne Bridge,DF,DF,1980-08-05,21.0,Southampton,England,,
2002,England,15.0,Martin Keown,DF,DF,1966-07-24,35.0,Arsenal,England,,
2002,England,16.0,Gareth Southgate,DF,DF,1970-09-03,31.0,Middlesbrough,England,,
2002,England,17.0,Teddy Sheringham,FW,FW,1966-04-02,36.0,Tottenham Hotspur,England,,
2002,England,18.0,Owen Hargreaves,MF,MF,1981-01-20,21.0,Bayern Munich,Germany,,
2002,England,19.0,Joe Cole,MF,MF,1981-11-08,20.0,West Ham United,England,,
2002,England,20.0,Darius Vassell,FW,FW,1980-06-13,21.0,Aston Villa,England,,
2002,England,21.0,Nicky Butt,MF,MF,1975-01-21,27.0,Manchester United,England,,
2002,England,22.0,David James,GK,GK,1970-08-01,31.0,West Ham United,England,,
2002,England,23.0,Kieron Dyer,MF,MF,1978-12-29,23.0,Newcastle United,England,,
2002,France,1.0,Ulrich Ramé,GK,GK,1972-09-19,29.0,Bordeaux,France,,
2002,France,2.0,Vincent Candela,DF,DF,1973-10-24,28.0,Roma,Italy,,
2002,France,3.0,Bixente Lizarazu,DF,DF,1969-12-09,32.0,Bayern Munich,Germany,,
2002,France,4.0,Patrick Vieira,MF,MF,1976-06-23,25.0,Arsenal,England,,
2002,France,5.0,Philippe Christanval,DF,DF,1978-08-31,23.0,Barcelona,Spain,,
2002,France,6.0,Youri Djorkaeff,MF,MF,1968-03-09,34.0,Bolton Wanderers,England,,
2002,France,7.0,Claude Makélélé,MF,MF,1973-02-18,29.0,Real Madrid,Spain,,
2002,France,8.0,Marcel Desailly,DF,DF,1968-09-07,33.0,Chelsea,England,,
2002,France,9.0,Djibril Cissé,FW,FW,1981-08-12,20.0,Auxerre,France,,
2002,France,10.0,Zinedine Zidane,MF,MF,1972-06-23,29.0,Real Madrid,Spain,,
2002,France,11.0,Sylvain Wiltord,FW,FW,1974-05-10,28.0,Arsenal,England,,
2002,France,12.0,Thierry Henry,FW,FW,1977-08-17,24.0,Arsenal,England,,
2002,France,13.0,Mikaël Silvestre,DF,DF,1977-08-09,24.0,Manchester United,England,,
2002,France,14.0,Alain Boghossian,MF,MF,1970-10-27,31.0,Parma,Italy,,
2002,France,15.0,Lilian Thuram,DF,DF,1972-01-01,30.0,Juventus,Italy,,
2002,France,16.0,Fabien Barthez,GK,GK,1971-06-28,30.0,Manchester United,England,,
2002,France,17.0,Emmanuel Petit,MF,MF,1970-09-22,31.0,Chelsea,England,,
2002,France,18.0,Frank Leboeuf,DF,DF,1968-01-22,34.0,Marseille,France,,
2002,France,19.0,Willy Sagnol,DF,DF,1977-03-18,25.0,Bayern Munich,Germany,,
2002,France,20.0,David Trezeguet,FW,FW,1977-10-15,24.0,Juventus,Italy,,
2002,France,21.0,Christophe Dugarry,FW,FW,1972-03-24,30.0,Bordeaux,France,,
2002,France,22.0,Johan Micoud,MF,MF,1973-07-24,28.0,Parma,Italy,,
2002,France,23.0,Grégory Coupet,GK,GK,1972-12-31,29.0,Lyon,France,,
2002,Germany,1.0,Oliver Kahn,GK,GK,1969-06-15,32.0,Bayern Munich,Germany,,
2002,Germany,2.0,Thomas Linke,DF,DF,1969-12-26,32.0,Bayern Munich,Germany,,
2002,Germany,3.0,Marko Rehmer,DF,DF,1972-04-29,30.0,Hertha BSC,Germany,,
2002,Germany,4.0,Frank Baumann,DF,DF,1975-10-29,26.0,Werder Bremen,Germany,,
2002,Germany,5.0,Carsten Ramelow,MF,MF,1974-03-20,28.0,Bayer Leverkusen,Germany,,
2002,Germany,6.0,Christian Ziege,DF,DF,1972-02-01,30.0,Tottenham Hotspur,England,,
2002,Germany,7.0,Oliver Neuville,FW,FW,1973-05-01,29.0,Bayer Leverkusen,Germany,,
2002,Germany,8.0,Dietmar Hamann,MF,MF,1973-08-27,28.0,Liverpool,England,,
2002,Germany,9.0,Carsten Jancker,FW,FW,1974-08-28,27.0,Bayern Munich,Germany,,
2002,Germany,10.0,Lars Ricken,MF,MF,1976-07-10,25.0,Borussia Dortmund,Germany,,
2002,Germany,11.0,Miroslav Klose,FW,FW,1978-06-09,23.0,1. FC Kaiserslautern,Germany,,
2002,Germany,12.0,Jens Lehmann,GK,GK,1969-11-10,32.0,Borussia Dortmund,Germany,,
2002,Germany,13.0,Michael Ballack,MF,MF,1976-09-26,25.0,Bayer Leverkusen,Germany,,
2002,Germany,14.0,Gerald Asamoah,FW,FW,1978-10-03,23.0,Schalke 04,Germany,,
2002,Germany,15.0,Sebastian Kehl,DF,DF,1980-02-13,22.0,Borussia Dortmund,Germany,,
2002,Germany,16.0,Jens Jeremies,MF,MF,1974-03-05,28.0,Bayern Munich,Germany,,
2002,Germany,17.0,Marco Bode,MF,MF,1969-07-23,32.0,Werder Bremen,Germany,,
2002,Germany,18.0,Jörg Böhme,MF,MF,1974-01-22,28.0,Schalke 04,Germany,,
2002,Germany,19.0,Bernd Schneider,MF,MF,1973-11-17,28.0,Bayer Leverkusen,Germany,,
2002,Germany,20.0,Oliver Bierhoff,FW,FW,1968-05-01,34.0,Monaco,France,,
2002,Germany,21.0,Christoph Metzelder,DF,DF,1980-11-05,21.0,Borussia Dortmund,Germany,,
2002,Germany,22.0,Torsten Frings,MF,MF,1976-11-22,25.0,Werder Bremen,Germany,,
2002,Germany,23.0,Hans-Jörg Butt,GK,GK,1974-05-28,28.0,Bayer Leverkusen,Germany,,
2002,Italy,1.0,Gianluigi Buffon,GK,GK,1978-01-28,24.0,Juventus,Italy,,
2002,Italy,2.0,Christian Panucci,DF,DF,1973-04-12,29.0,Roma,Italy,,
2002,Italy,3.0,Paolo Maldini,DF,DF,1968-06-26,33.0,Milan,Italy,,
2002,Italy,4.0,Francesco Coco,DF,DF,1977-01-08,25.0,Barcelona,Spain,,
2002,Italy,5.0,Fabio Cannavaro,DF,DF,1973-09-13,28.0,Parma,Italy,,
2002,Italy,6.0,Cristiano Zanetti,MF,MF,1977-04-14,25.0,Internazionale,Italy,,
2002,Italy,7.0,Alessandro Del Piero,FW,FW,1974-11-09,27.0,Juventus,Italy,,
2002,Italy,8.0,Gennaro Gattuso,MF,MF,1978-01-09,24.0,Milan,Italy,,
2002,Italy,9.0,Filippo Inzaghi,FW,FW,1973-08-09,28.0,Milan,Italy,,
2002,Italy,10.0,Francesco Totti,FW,FW,1976-09-27,25.0,Roma,Italy,,
2002,Italy,11.0,Cristiano Doni,MF,MF,1973-04-01,29.0,Atalanta,Italy,,
2002,Italy,12.0,Christian Abbiati,GK,GK,1977-07-08,24.0,Milan,Italy,,
2002,Italy,13.0,Alessandro Nesta,DF,DF,1976-03-19,26.0,Lazio,Italy,,
2002,Italy,14.0,Luigi Di Biagio,MF,MF,1971-06-03,30.0,Internazionale,Italy,,
2002,Italy,15.0,Mark Iuliano,DF,DF,1973-08-12,28.0,Juventus,Italy,,
2002,Italy,16.0,Angelo Di Livio,MF,MF,1966-07-26,35.0,Fiorentina,Italy,,
2002,Italy,17.0,Damiano Tommasi,MF,MF,1974-05-17,28.0,Roma,Italy,,
2002,Italy,18.0,Marco Delvecchio,FW,FW,1973-04-07,29.0,Roma,Italy,,
2002,Italy,19.0,Gianluca Zambrotta,DF,DF,1977-02-19,25.0,Juventus,Italy,,
2002,Italy,20.0,Vincenzo Montella,FW,FW,1974-06-18,27.0,Roma,Italy,,
2002,Italy,21.0,Christian Vieri,FW,FW,1973-07-12,28.0,Internazionale,Italy,,
2002,Italy,22.0,Francesco Toldo,GK,GK,1971-12-02,30.0,Internazionale,Italy,,
2002,Italy,23.0,Marco Materazzi,DF,DF,1973-08-19,28.0,Internazionale,Italy,,
2002,Japan,1.0,Yoshikatsu Kawaguchi,GK,GK,1975-08-15,26.0,Portsmouth,England,,
2002,Japan,2.0,Yutaka Akita,DF,DF,1970-08-06,31.0,Kashima Antlers,Japan,,
2002,Japan,3.0,Naoki Matsuda,DF,DF,1977-03-14,25.0,Yokohama F. Marinos,Japan,,
2002,Japan,4.0,Ryuzo Morioka,DF,DF,1975-10-07,26.0,Shimizu S-Pulse,Japan,,
2002,Japan,5.0,Junichi Inamoto,MF,MF,1979-09-18,22.0,Arsenal,England,,
2002,Japan,6.0,Toshihiro Hattori,DF,DF,1973-09-23,28.0,Júbilo Iwata,Japan,,
2002,Japan,7.0,Hidetoshi Nakata,MF,MF,1977-01-22,25.0,Parma,Italy,,
2002,Japan,8.0,Hiroaki Morishima,MF,MF,1972-04-30,30.0,Cerezo Osaka,Japan,,
2002,Japan,9.0,Akinori Nishizawa,FW,FW,1976-06-18,25.0,Cerezo Osaka,Japan,,
2002,Japan,10.0,Masashi Nakayama,FW,FW,1967-09-23,34.0,Júbilo Iwata,Japan,,
2002,Japan,11.0,Takayuki Suzuki,FW,FW,1976-06-05,25.0,Kashima Antlers,Japan,,
2002,Japan,12.0,Seigo Narazaki,GK,GK,1976-04-15,26.0,Nagoya Grampus Eight,,,
2002,Japan,13.0,Atsushi Yanagisawa,FW,FW,1977-05-27,25.0,Kashima Antlers,Japan,,
2002,Japan,14.0,Alessandro Santos,MF,MF,1977-07-20,24.0,Shimizu S-Pulse,Japan,,
2002,Japan,15.0,Takashi Fukunishi,MF,MF,1976-09-01,25.0,Júbilo Iwata,Japan,,
2002,Japan,16.0,Kōji Nakata,DF,DF,1979-07-09,22.0,Kashima Antlers,Japan,,
2002,Japan,17.0,Tsuneyasu Miyamoto,DF,DF,1977-02-07,25.0,Gamba Osaka,Japan,,
2002,Japan,18.0,Shinji Ono,MF,MF,1979-09-27,22.0,Feyenoord,Netherlands,,
2002,Japan,19.0,Mitsuo Ogasawara,MF,MF,1979-04-05,23.0,Kashima Antlers,Japan,,
2002,Japan,20.0,Tomokazu Myojin,MF,MF,1978-01-24,24.0,Kashiwa Reysol,Japan,,
2002,Japan,21.0,Kazuyuki Toda,MF,MF,1977-12-30,24.0,Shimizu S-Pulse,Japan,,
2002,Japan,22.0,Daisuke Ichikawa,MF,MF,1980-05-14,22.0,Shimizu S-Pulse,Japan,,
2002,Japan,23.0,Hitoshi Sogahata,GK,GK,1979-08-02,22.0,Kashima Antlers,Japan,,
2002,Mexico,1.0,Óscar Pérez,GK,GK,1973-02-01,29.0,Cruz Azul,Mexico,,
2002,Mexico,2.0,Francisco Gabriel de Anda,DF,DF,1971-06-05,30.0,Pachuca,Mexico,,
2002,Mexico,3.0,Rafael García,MF,MF,1974-08-14,27.0,Toluca,Mexico,,
2002,Mexico,4.0,Rafael Márquez,DF,DF,1979-02-13,23.0,Monaco,France,,
2002,Mexico,5.0,Manuel Vidrio,DF,DF,1972-08-23,29.0,Pachuca,Mexico,,
2002,Mexico,6.0,Gerardo Torrado,MF,MF,1979-04-30,23.0,Sevilla,Spain,,
2002,Mexico,7.0,Ramón Morales,MF,MF,1975-10-10,26.0,Guadalajara,Mexico,,
2002,Mexico,8.0,Alberto García Aspe,MF,MF,1967-05-11,35.0,Puebla,,,
2002,Mexico,9.0,Jared Borgetti,FW,FW,1973-08-14,28.0,Santos Laguna,Mexico,,
2002,Mexico,10.0,Cuauhtémoc Blanco,FW,FW,1973-01-17,29.0,Valladolid,Spain,,
2002,Mexico,11.0,Braulio Luna,MF,MF,1974-09-08,27.0,Necaxa,Mexico,,
2002,Mexico,12.0,Oswaldo Sánchez,GK,GK,1973-09-21,28.0,Guadalajara,Mexico,,
2002,Mexico,13.0,Sigifredo Mercado,MF,MF,1968-12-21,33.0,Atlas,Mexico,,
2002,Mexico,14.0,Germán Villa,MF,MF,1973-04-02,29.0,América,Mexico,,
2002,Mexico,15.0,Luis Hernández,FW,FW,1968-12-22,33.0,América,Mexico,,
2002,Mexico,16.0,Salvador Carmona,DF,DF,1975-08-22,26.0,Toluca,Mexico,,
2002,Mexico,17.0,Francisco Palencia,FW,FW,1973-04-28,29.0,Espanyol,Spain,,
2002,Mexico,18.0,Johan Rodríguez,MF,MF,1975-08-15,26.0,Santos Laguna,Mexico,,
2002,Mexico,19.0,Gabriel Caballero,MF,MF,1971-02-05,31.0,Pachuca,Mexico,,
2002,Mexico,20.0,Melvin Brown,DF,DF,1979-01-28,23.0,Cruz Azul,Mexico,,
